2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: :8003
2025/07/28 09:17:29 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:29 🌐 启动集群管理器，节点ID: node3
2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: localhost:8003
2025/07/28 09:17:29 🌐 集群节点数: 3
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8002 关于节点加入
[GIN] 2025/07/28 - 09:17:33 | 200 |      22.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.759µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:964"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.468µs |       127.0.0.1 | GET      "/internal/cache/perf:write:966"
[GIN] 2025/07/28 - 09:17:42 | 200 |      57.714µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:967"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.562µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:970"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.958µs |       127.0.0.1 | GET      "/internal/cache/perf:write:972"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.836µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:973"
[GIN] 2025/07/28 - 09:17:42 | 200 |      79.198µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:976"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.647µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:979"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.653µs |       127.0.0.1 | GET      "/internal/cache/perf:write:980"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.248µs |       127.0.0.1 | GET      "/internal/cache/perf:write:981"
[GIN] 2025/07/28 - 09:17:42 | 200 |      75.498µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:982"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.122µs |       127.0.0.1 | GET      "/internal/cache/perf:write:983"
[GIN] 2025/07/28 - 09:17:42 | 200 |      54.095µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:985"
[GIN] 2025/07/28 - 09:17:42 | 200 |      54.294µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:988"
[GIN] 2025/07/28 - 09:17:42 | 200 |      48.619µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:991"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.703µs |       127.0.0.1 | GET      "/internal/cache/perf:write:992"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.415µs |       127.0.0.1 | GET      "/internal/cache/perf:write:993"
[GIN] 2025/07/28 - 09:17:42 | 200 |      58.655µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:994"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.702µs |       127.0.0.1 | GET      "/internal/cache/perf:write:995"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.658µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:997"
[GIN] 2025/07/28 - 09:17:42 | 200 |       88.41µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:0"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.992µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:1"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.511µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:2"
[GIN] 2025/07/28 - 09:17:42 | 200 |     192.249µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:3"
[GIN] 2025/07/28 - 09:17:42 | 200 |       75.82µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:6"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.355µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:8"
[GIN] 2025/07/28 - 09:17:42 | 200 |        8.95µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:9"
[GIN] 2025/07/28 - 09:17:42 | 200 |     138.291µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:12"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.277µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:13"
[GIN] 2025/07/28 - 09:17:42 | 200 |     158.942µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:15"
[GIN] 2025/07/28 - 09:17:42 | 200 |     116.088µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:18"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.522µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:21"
[GIN] 2025/07/28 - 09:17:42 | 200 |     152.732µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:24"
[GIN] 2025/07/28 - 09:17:42 | 200 |      216.42µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:27"
[GIN] 2025/07/28 - 09:17:42 | 200 |     185.192µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:30"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.085µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:31"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.087µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:32"
[GIN] 2025/07/28 - 09:17:42 | 200 |     241.214µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:33"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.852µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:35"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.107µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:36"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.193µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:37"
[GIN] 2025/07/28 - 09:17:42 | 200 |      205.71µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:39"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.527µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:41"
[GIN] 2025/07/28 - 09:17:42 | 200 |     240.587µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:42"
[GIN] 2025/07/28 - 09:17:42 | 200 |     200.841µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:45"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.037µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:47"
[GIN] 2025/07/28 - 09:17:42 | 200 |     173.591µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:48"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.049µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:49"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.109µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:51"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.078µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:53"
[GIN] 2025/07/28 - 09:17:42 | 200 |     145.106µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:54"
[GIN] 2025/07/28 - 09:17:42 | 200 |     134.744µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:57"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.917µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:58"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.681µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:59"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.693µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:60"
[GIN] 2025/07/28 - 09:17:42 | 200 |      24.026µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:63"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.689µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:65"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.569µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:66"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.468µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:67"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.061µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:69"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.975µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:72"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.159µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:73"
[GIN] 2025/07/28 - 09:17:42 | 200 |     131.118µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:75"
[GIN] 2025/07/28 - 09:17:42 | 200 |       13.55µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:77"
[GIN] 2025/07/28 - 09:17:42 | 200 |     180.795µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:78"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.311µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:81"
[GIN] 2025/07/28 - 09:17:42 | 200 |     192.133µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:84"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.731µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:86"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.658µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:87"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.787µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:88"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.474µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:90"
[GIN] 2025/07/28 - 09:17:42 | 200 |     176.908µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:93"
[GIN] 2025/07/28 - 09:17:42 | 200 |         127µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:96"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.331µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:98"
[GIN] 2025/07/28 - 09:17:42 | 200 |     192.382µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:99"
[GIN] 2025/07/28 - 09:17:42 | 200 |     196.111µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:102"
[GIN] 2025/07/28 - 09:17:42 | 200 |       13.99µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:104"
[GIN] 2025/07/28 - 09:17:42 | 200 |     158.376µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:105"
[GIN] 2025/07/28 - 09:17:42 | 200 |     333.177µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:108"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.285µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:111"
[GIN] 2025/07/28 - 09:17:42 | 200 |     195.475µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:114"
[GIN] 2025/07/28 - 09:17:42 | 200 |     169.789µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:117"
[GIN] 2025/07/28 - 09:17:42 | 200 |     151.935µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:120"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.375µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:121"
[GIN] 2025/07/28 - 09:17:42 | 200 |       16.23µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:123"
[GIN] 2025/07/28 - 09:17:42 | 200 |     209.941µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:126"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.492µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:127"
[GIN] 2025/07/28 - 09:17:42 | 200 |     171.358µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:129"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.067µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:130"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.313µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:132"
[GIN] 2025/07/28 - 09:17:42 | 200 |     151.345µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:135"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.021µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:138"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.664µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:140"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.643µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:141"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.395µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:142"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.846µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:144"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.674µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:145"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.965µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:147"
[GIN] 2025/07/28 - 09:17:42 | 200 |     195.974µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:150"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.124µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:151"
[GIN] 2025/07/28 - 09:17:42 | 200 |     173.418µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:153"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.143µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:155"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.934µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:156"
[GIN] 2025/07/28 - 09:17:42 | 200 |     171.692µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:159"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.235µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:160"
[GIN] 2025/07/28 - 09:17:42 | 200 |     141.549µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:162"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.007µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:165"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.649µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:167"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.351µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:168"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.188µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:170"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.601µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:171"
[GIN] 2025/07/28 - 09:17:42 | 200 |     186.137µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:174"
[GIN] 2025/07/28 - 09:17:42 | 200 |     193.618µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:177"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.524µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:178"
[GIN] 2025/07/28 - 09:17:42 | 200 |     174.141µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:180"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.654µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:181"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.369µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:183"
[GIN] 2025/07/28 - 09:17:42 | 200 |     146.379µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:186"
[GIN] 2025/07/28 - 09:17:42 | 200 |      174.93µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:189"
[GIN] 2025/07/28 - 09:17:42 | 200 |       10.31µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:192"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.162µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:195"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.468µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:198"
[GIN] 2025/07/28 - 09:17:42 | 200 |       145.2µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:201"
[GIN] 2025/07/28 - 09:17:42 | 200 |     132.124µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:204"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.907µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:205"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.393µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:207"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.527µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:208"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.604µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:210"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.401µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:211"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.306µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:213"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.465µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:215"
[GIN] 2025/07/28 - 09:17:42 | 200 |     154.348µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:216"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.452µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:217"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.039µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:219"
[GIN] 2025/07/28 - 09:17:42 | 200 |     178.761µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:222"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.605µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:224"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.008µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:225"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.733µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:227"
[GIN] 2025/07/28 - 09:17:42 | 200 |     198.643µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:228"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.755µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:230"
[GIN] 2025/07/28 - 09:17:42 | 200 |     170.761µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:231"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.399µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:233"
[GIN] 2025/07/28 - 09:17:42 | 200 |     165.633µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:234"
[GIN] 2025/07/28 - 09:17:42 | 200 |     192.098µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:237"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.638µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:240"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.787µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:241"
[GIN] 2025/07/28 - 09:17:42 | 200 |     224.301µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:243"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.158µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:246"
[GIN] 2025/07/28 - 09:17:42 | 200 |     183.683µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:249"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.035µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:252"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.342µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:253"
[GIN] 2025/07/28 - 09:17:42 | 200 |     199.467µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:255"
[GIN] 2025/07/28 - 09:17:42 | 200 |     191.464µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:258"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.126µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:261"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.159µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:263"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.974µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:264"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.078µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:266"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.569µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:267"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.114µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:270"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.083µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:271"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.557µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:272"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.104µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:273"
[GIN] 2025/07/28 - 09:17:42 | 200 |     190.091µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:276"
[GIN] 2025/07/28 - 09:17:42 | 200 |     198.845µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:279"
[GIN] 2025/07/28 - 09:17:42 | 200 |       13.17µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:282"
[GIN] 2025/07/28 - 09:17:42 | 200 |     188.913µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:285"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.554µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:288"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.723µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:291"
[GIN] 2025/07/28 - 09:17:42 | 200 |     147.253µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:294"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.369µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:295"
[GIN] 2025/07/28 - 09:17:42 | 200 |      170.75µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:297"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.263µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:298"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.074µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:300"
[GIN] 2025/07/28 - 09:17:42 | 200 |       12.24µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:301"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.548µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:302"
[GIN] 2025/07/28 - 09:17:42 | 200 |     178.692µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:303"
[GIN] 2025/07/28 - 09:17:42 | 200 |     163.394µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:306"
[GIN] 2025/07/28 - 09:17:42 | 200 |     153.073µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:309"
[GIN] 2025/07/28 - 09:17:42 | 200 |     137.501µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:312"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.281µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:314"
[GIN] 2025/07/28 - 09:17:42 | 200 |     290.082µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:315"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.394µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:318"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.728µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:320"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.762µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:321"
[GIN] 2025/07/28 - 09:17:42 | 200 |      199.85µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:324"
[GIN] 2025/07/28 - 09:17:42 | 200 |     184.945µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:327"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.023µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:329"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.495µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:330"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.099µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:333"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.821µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:336"
[GIN] 2025/07/28 - 09:17:42 | 200 |      162.34µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:339"
[GIN] 2025/07/28 - 09:17:42 | 200 |       11.36µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:341"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.803µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:342"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.214µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:343"
[GIN] 2025/07/28 - 09:17:42 | 200 |     173.809µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:345"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.146µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:346"
[GIN] 2025/07/28 - 09:17:42 | 200 |     186.804µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:348"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.677µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:349"
[GIN] 2025/07/28 - 09:17:42 | 200 |       179.9µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:351"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.264µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:353"
[GIN] 2025/07/28 - 09:17:42 | 200 |     170.558µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:354"
[GIN] 2025/07/28 - 09:17:42 | 200 |       13.69µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:355"
[GIN] 2025/07/28 - 09:17:42 | 200 |     162.631µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:357"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.516µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:359"
[GIN] 2025/07/28 - 09:17:42 | 200 |     204.986µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:360"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.298µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:362"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.267µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:363"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.911µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:364"
[GIN] 2025/07/28 - 09:17:42 | 200 |     158.049µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:366"
