2025/07/27 15:56:14 🚀 启动分布式缓存节点: node2
2025/07/27 15:56:14 📡 监听地址: :8002
2025/07/27 15:56:14 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/27 15:56:14 🌐 启动集群管理器，节点ID: node2
2025/07/27 15:56:14 🚀 启动分布式缓存节点: node2
2025/07/27 15:56:14 📡 监听地址: localhost:8002
2025/07/27 15:56:14 🌐 集群节点数: 3
2025/07/27 15:56:16 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/27 15:56:16 ⚠️ 通知节点加入失败 localhost:8003: Post "http://localhost:8003/internal/cluster/join": dial tcp 127.0.0.1:8003: connect: connection refused
2025/07/27 15:56:19 🔄 开始添加节点到集群: node3 (localhost:8003)
2025/07/27 15:56:19 ➕ 添加节点到集群: node3 (localhost:8003)
2025/07/27 15:56:19 🔄 开始网络数据迁移到节点: node3 (localhost:8003)
2025/07/27 15:56:19 ✅ 网络数据迁移完成: 迁移了 0 个key到节点 node3
2025/07/27 15:56:19 ⚠️ 跳过不健康的节点: node3
2025/07/27 15:56:19 ⚠️ 跳过不健康的节点: node1
2025/07/27 15:56:19 ✅ 节点添加完成: node3
[GIN] 2025/07/27 - 15:56:19 | 200 |     432.214µs |       127.0.0.1 | POST     "/internal/cluster/join"
[GIN] 2025/07/27 - 15:56:28 | 200 |     139.855µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:429"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.443µs |       127.0.0.1 | GET      "/internal/cache/perf:write:430"
[GIN] 2025/07/27 - 15:56:28 | 200 |      50.802µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:432"
[GIN] 2025/07/27 - 15:56:28 | 200 |       5.247µs |       127.0.0.1 | GET      "/internal/cache/perf:write:433"
[GIN] 2025/07/27 - 15:56:28 | 200 |     104.821µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:435"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.323µs |       127.0.0.1 | GET      "/internal/cache/perf:write:436"
[GIN] 2025/07/27 - 15:56:28 | 200 |        3.02µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:438"
[GIN] 2025/07/27 - 15:56:28 | 200 |      44.438µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:441"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.628µs |       127.0.0.1 | GET      "/internal/cache/perf:write:443"
[GIN] 2025/07/27 - 15:56:28 | 200 |       38.32µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:444"
[GIN] 2025/07/27 - 15:56:28 | 200 |      59.072µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:447"
[GIN] 2025/07/27 - 15:56:28 | 200 |        2.25µs |       127.0.0.1 | GET      "/internal/cache/perf:write:448"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.214µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:450"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.919µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:453"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.604µs |       127.0.0.1 | GET      "/internal/cache/perf:write:454"
[GIN] 2025/07/27 - 15:56:28 | 200 |      74.185µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:456"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.487µs |       127.0.0.1 | GET      "/internal/cache/perf:write:457"
[GIN] 2025/07/27 - 15:56:28 | 200 |     101.743µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:459"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.545µs |       127.0.0.1 | GET      "/internal/cache/perf:write:460"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.878µs |       127.0.0.1 | GET      "/internal/cache/perf:write:461"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.938µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:462"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.613µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:465"
[GIN] 2025/07/27 - 15:56:28 | 200 |         1.4µs |       127.0.0.1 | GET      "/internal/cache/perf:write:466"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.462µs |       127.0.0.1 | GET      "/internal/cache/perf:write:467"
[GIN] 2025/07/27 - 15:56:28 | 200 |      51.294µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:468"
[GIN] 2025/07/27 - 15:56:28 | 200 |      38.856µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:471"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.617µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:474"
[GIN] 2025/07/27 - 15:56:28 | 200 |      61.158µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:477"
[GIN] 2025/07/27 - 15:56:28 | 200 |      94.457µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:480"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.639µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:483"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.306µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:486"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.927µs |       127.0.0.1 | GET      "/internal/cache/perf:write:488"
[GIN] 2025/07/27 - 15:56:28 | 200 |      90.886µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:489"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.689µs |       127.0.0.1 | GET      "/internal/cache/perf:write:490"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.578µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:492"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.393µs |       127.0.0.1 | GET      "/internal/cache/perf:write:494"
[GIN] 2025/07/27 - 15:56:28 | 200 |      60.197µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:495"
[GIN] 2025/07/27 - 15:56:28 | 200 |      61.996µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:498"
[GIN] 2025/07/27 - 15:56:28 | 200 |      34.253µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:501"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.614µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:504"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.851µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:507"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.665µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:510"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.871µs |       127.0.0.1 | GET      "/internal/cache/perf:write:511"
[GIN] 2025/07/27 - 15:56:28 | 200 |      61.692µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:513"
[GIN] 2025/07/27 - 15:56:28 | 200 |      85.775µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:516"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.599µs |       127.0.0.1 | GET      "/internal/cache/perf:write:518"
[GIN] 2025/07/27 - 15:56:28 | 200 |      82.734µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:519"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.375µs |       127.0.0.1 | GET      "/internal/cache/perf:write:520"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.735µs |       127.0.0.1 | GET      "/internal/cache/perf:write:521"
[GIN] 2025/07/27 - 15:56:28 | 200 |      70.938µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:522"
[GIN] 2025/07/27 - 15:56:28 | 200 |      60.357µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:525"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.771µs |       127.0.0.1 | GET      "/internal/cache/perf:write:526"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.556µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:528"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.736µs |       127.0.0.1 | GET      "/internal/cache/perf:write:529"
[GIN] 2025/07/27 - 15:56:28 | 200 |      89.793µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:531"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.514µs |       127.0.0.1 | GET      "/internal/cache/perf:write:533"
[GIN] 2025/07/27 - 15:56:28 | 200 |      76.055µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:534"
[GIN] 2025/07/27 - 15:56:28 | 200 |      84.066µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:537"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.432µs |       127.0.0.1 | GET      "/internal/cache/perf:write:539"
[GIN] 2025/07/27 - 15:56:28 | 200 |      56.414µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:540"
[GIN] 2025/07/27 - 15:56:28 | 200 |      81.634µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:543"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.195µs |       127.0.0.1 | GET      "/internal/cache/perf:write:544"
[GIN] 2025/07/27 - 15:56:28 | 200 |      72.482µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:546"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.034µs |       127.0.0.1 | GET      "/internal/cache/perf:write:548"
[GIN] 2025/07/27 - 15:56:28 | 200 |      61.371µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:549"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.421µs |       127.0.0.1 | GET      "/internal/cache/perf:write:551"
[GIN] 2025/07/27 - 15:56:28 | 200 |      46.858µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:552"
[GIN] 2025/07/27 - 15:56:28 | 200 |       62.57µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:555"
[GIN] 2025/07/27 - 15:56:28 | 200 |       71.89µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:558"
[GIN] 2025/07/27 - 15:56:28 | 200 |      54.351µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:561"
[GIN] 2025/07/27 - 15:56:28 | 200 |      54.617µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:564"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.896µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:567"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.869µs |       127.0.0.1 | GET      "/internal/cache/perf:write:568"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.332µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:570"
[GIN] 2025/07/27 - 15:56:28 | 200 |      63.372µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:573"
[GIN] 2025/07/27 - 15:56:28 | 200 |      56.028µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:576"
[GIN] 2025/07/27 - 15:56:28 | 200 |      60.071µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:579"
[GIN] 2025/07/27 - 15:56:28 | 200 |      84.094µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:582"
[GIN] 2025/07/27 - 15:56:28 | 200 |        4.12µs |       127.0.0.1 | GET      "/internal/cache/perf:write:584"
[GIN] 2025/07/27 - 15:56:28 | 200 |       60.86µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:585"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.547µs |       127.0.0.1 | GET      "/internal/cache/perf:write:587"
[GIN] 2025/07/27 - 15:56:28 | 200 |      93.208µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:588"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.976µs |       127.0.0.1 | GET      "/internal/cache/perf:write:590"
[GIN] 2025/07/27 - 15:56:28 | 200 |      76.157µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:591"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.422µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:594"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.214µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:597"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.472µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:600"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.385µs |       127.0.0.1 | GET      "/internal/cache/perf:write:601"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.199µs |       127.0.0.1 | GET      "/internal/cache/perf:write:602"
[GIN] 2025/07/27 - 15:56:28 | 200 |      77.292µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:603"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.282µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:606"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.275µs |       127.0.0.1 | GET      "/internal/cache/perf:write:608"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.161µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:609"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.827µs |       127.0.0.1 | GET      "/internal/cache/perf:write:611"
[GIN] 2025/07/27 - 15:56:28 | 200 |      39.045µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:612"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.362µs |       127.0.0.1 | GET      "/internal/cache/perf:write:614"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.506µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:615"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.422µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:618"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.162µs |       127.0.0.1 | GET      "/internal/cache/perf:write:619"
[GIN] 2025/07/27 - 15:56:28 | 200 |       5.212µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:621"
[GIN] 2025/07/27 - 15:56:28 | 200 |      69.055µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:624"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.422µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:627"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.923µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:630"
[GIN] 2025/07/27 - 15:56:28 | 200 |      32.415µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:633"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.278µs |       127.0.0.1 | GET      "/internal/cache/perf:write:635"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.508µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:636"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.628µs |       127.0.0.1 | GET      "/internal/cache/perf:write:637"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.403µs |       127.0.0.1 | GET      "/internal/cache/perf:write:638"
[GIN] 2025/07/27 - 15:56:28 | 200 |       77.54µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:639"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.339µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:642"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.201µs |       127.0.0.1 | GET      "/internal/cache/perf:write:643"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.163µs |       127.0.0.1 | GET      "/internal/cache/perf:write:644"
[GIN] 2025/07/27 - 15:56:28 | 200 |      89.906µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:645"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.854µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:648"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.294µs |       127.0.0.1 | GET      "/internal/cache/perf:write:649"
[GIN] 2025/07/27 - 15:56:28 | 200 |      65.569µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:651"
[GIN] 2025/07/27 - 15:56:28 | 200 |      53.697µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:654"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.175µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:657"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.178µs |       127.0.0.1 | GET      "/internal/cache/perf:write:658"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.725µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:660"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.904µs |       127.0.0.1 | GET      "/internal/cache/perf:write:661"
[GIN] 2025/07/27 - 15:56:28 | 200 |      54.146µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:663"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.578µs |       127.0.0.1 | GET      "/internal/cache/perf:write:664"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.024µs |       127.0.0.1 | GET      "/internal/cache/perf:write:665"
[GIN] 2025/07/27 - 15:56:28 | 200 |      60.639µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:666"
[GIN] 2025/07/27 - 15:56:28 | 200 |      75.044µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:669"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.573µs |       127.0.0.1 | GET      "/internal/cache/perf:write:670"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.033µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:672"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.967µs |       127.0.0.1 | GET      "/internal/cache/perf:write:673"
[GIN] 2025/07/27 - 15:56:28 | 200 |      75.473µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:675"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.335µs |       127.0.0.1 | GET      "/internal/cache/perf:write:677"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.093µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:678"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.958µs |       127.0.0.1 | GET      "/internal/cache/perf:write:679"
[GIN] 2025/07/27 - 15:56:28 | 200 |      54.258µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:681"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.185µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:684"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.092µs |       127.0.0.1 | GET      "/internal/cache/perf:write:686"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.205µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:687"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.369µs |       127.0.0.1 | GET      "/internal/cache/perf:write:688"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.293µs |       127.0.0.1 | GET      "/internal/cache/perf:write:689"
[GIN] 2025/07/27 - 15:56:28 | 200 |      68.977µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:690"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.835µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:693"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.329µs |       127.0.0.1 | GET      "/internal/cache/perf:write:695"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.887µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:696"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.948µs |       127.0.0.1 | GET      "/internal/cache/perf:write:697"
[GIN] 2025/07/27 - 15:56:28 | 200 |         4.1µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:699"
[GIN] 2025/07/27 - 15:56:28 | 200 |      53.064µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:702"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.337µs |       127.0.0.1 | GET      "/internal/cache/perf:write:704"
[GIN] 2025/07/27 - 15:56:28 | 200 |      76.915µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:705"
[GIN] 2025/07/27 - 15:56:28 | 200 |      71.559µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:708"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.181µs |       127.0.0.1 | GET      "/internal/cache/perf:write:709"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.649µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:711"
[GIN] 2025/07/27 - 15:56:28 | 200 |        3.17µs |       127.0.0.1 | GET      "/internal/cache/perf:write:712"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.176µs |       127.0.0.1 | GET      "/internal/cache/perf:write:713"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.233µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:714"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.649µs |       127.0.0.1 | GET      "/internal/cache/perf:write:715"
[GIN] 2025/07/27 - 15:56:28 | 200 |      46.497µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:717"
[GIN] 2025/07/27 - 15:56:28 | 200 |        1.79µs |       127.0.0.1 | GET      "/internal/cache/perf:write:718"
[GIN] 2025/07/27 - 15:56:28 | 200 |      38.101µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:720"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.867µs |       127.0.0.1 | GET      "/internal/cache/perf:write:722"
[GIN] 2025/07/27 - 15:56:28 | 200 |      54.122µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:723"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.044µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:726"
[GIN] 2025/07/27 - 15:56:28 | 200 |        3.17µs |       127.0.0.1 | GET      "/internal/cache/perf:write:727"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.949µs |       127.0.0.1 | GET      "/internal/cache/perf:write:728"
[GIN] 2025/07/27 - 15:56:28 | 200 |      69.625µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:729"
[GIN] 2025/07/27 - 15:56:28 | 200 |      39.961µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:732"
[GIN] 2025/07/27 - 15:56:28 | 200 |      72.199µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:735"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.445µs |       127.0.0.1 | GET      "/internal/cache/perf:write:736"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.118µs |       127.0.0.1 | GET      "/internal/cache/perf:write:737"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.946µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:738"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.699µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:741"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.842µs |       127.0.0.1 | GET      "/internal/cache/perf:write:742"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.824µs |       127.0.0.1 | GET      "/internal/cache/perf:write:743"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.438µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:744"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.135µs |       127.0.0.1 | GET      "/internal/cache/perf:write:745"
[GIN] 2025/07/27 - 15:56:28 | 200 |        3.68µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:747"
[GIN] 2025/07/27 - 15:56:28 | 200 |      60.571µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:750"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.453µs |       127.0.0.1 | GET      "/internal/cache/perf:write:751"
[GIN] 2025/07/27 - 15:56:28 | 200 |        1.82µs |       127.0.0.1 | GET      "/internal/cache/perf:write:752"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.069µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:753"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.236µs |       127.0.0.1 | GET      "/internal/cache/perf:write:755"
[GIN] 2025/07/27 - 15:56:28 | 200 |      76.761µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:756"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.412µs |       127.0.0.1 | GET      "/internal/cache/perf:write:757"
[GIN] 2025/07/27 - 15:56:28 | 200 |      53.532µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:759"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.403µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:762"
[GIN] 2025/07/27 - 15:56:28 | 200 |      43.086µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:765"
[GIN] 2025/07/27 - 15:56:28 | 200 |       2.172µs |       127.0.0.1 | GET      "/internal/cache/perf:write:767"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.909µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:768"
[GIN] 2025/07/27 - 15:56:28 | 200 |      40.605µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:771"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.964µs |       127.0.0.1 | GET      "/internal/cache/perf:write:773"
[GIN] 2025/07/27 - 15:56:28 | 200 |      35.149µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:774"
[GIN] 2025/07/27 - 15:56:28 | 200 |      64.602µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:777"
[GIN] 2025/07/27 - 15:56:28 | 200 |      74.781µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:780"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.986µs |       127.0.0.1 | GET      "/internal/cache/perf:write:781"
[GIN] 2025/07/27 - 15:56:28 | 200 |      33.104µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:783"
[GIN] 2025/07/27 - 15:56:28 | 200 |       1.462µs |       127.0.0.1 | GET      "/internal/cache/perf:write:784"
[GIN] 2025/07/27 - 15:56:28 | 200 |      55.722µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:786"
[GIN] 2025/07/27 - 15:56:28 | 200 |      72.169µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:789"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.446µs |       127.0.0.1 | GET      "/internal/cache/perf:write:790"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.984µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:792"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.166µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:795"
[GIN] 2025/07/27 - 15:56:28 | 200 |      52.916µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:798"
[GIN] 2025/07/27 - 15:56:28 | 200 |      65.881µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:801"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.017µs |       127.0.0.1 | GET      "/internal/cache/perf:write:802"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.613µs |       127.0.0.1 | GET      "/internal/cache/perf:write:803"
[GIN] 2025/07/27 - 15:56:28 | 200 |       4.002µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:804"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.747µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:807"
[GIN] 2025/07/27 - 15:56:28 | 200 |      57.816µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:810"
[GIN] 2025/07/27 - 15:56:28 | 200 |        3.31µs |       127.0.0.1 | GET      "/internal/cache/perf:write:812"
[GIN] 2025/07/27 - 15:56:28 | 200 |      59.485µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:813"
[GIN] 2025/07/27 - 15:56:28 | 200 |       3.094µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:816"
