2025/07/28 09:17:23 🚀 启动分布式缓存节点: node1
2025/07/28 09:17:23 📡 监听地址: :8001
2025/07/28 09:17:23 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:23 🌐 启动集群管理器，节点ID: node1
2025/07/28 09:17:23 🚀 启动分布式缓存节点: node1
2025/07/28 09:17:23 📡 监听地址: localhost:8001
2025/07/28 09:17:23 🌐 集群节点数: 3
2025/07/28 09:17:25 ⚠️ 通知节点加入失败 localhost:8002: Post "http://localhost:8002/internal/cluster/join": dial tcp 127.0.0.1:8002: connect: connection refused
2025/07/28 09:17:25 ⚠️ 通知节点加入失败 localhost:8003: Post "http://localhost:8003/internal/cluster/join": dial tcp 127.0.0.1:8003: connect: connection refused
2025/07/28 09:17:28 🔄 开始添加节点到集群: node2 (localhost:8002)
2025/07/28 09:17:28 ➕ 添加节点到集群: node2 (localhost:8002)
2025/07/28 09:17:28 🔄 开始网络数据迁移到节点: node2 (localhost:8002)
2025/07/28 09:17:28 ✅ 网络数据迁移完成: 迁移了 0 个key到节点 node2
2025/07/28 09:17:28 ⚠️ 跳过不健康的节点: node2
2025/07/28 09:17:28 ⚠️ 跳过不健康的节点: node3
2025/07/28 09:17:28 ✅ 节点添加完成: node2
[GIN] 2025/07/28 - 09:17:28 | 200 |     423.214µs |       127.0.0.1 | POST     "/internal/cluster/join"
[GIN] 2025/07/28 - 09:17:42 | 200 |      72.988µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:125"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.856µs |       127.0.0.1 | GET      "/internal/cache/perf:write:126"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.425µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:128"
[GIN] 2025/07/28 - 09:17:42 | 200 |      52.243µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:131"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.697µs |       127.0.0.1 | GET      "/internal/cache/perf:write:133"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.303µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:134"
[GIN] 2025/07/28 - 09:17:42 | 200 |      63.401µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:137"
[GIN] 2025/07/28 - 09:17:42 | 200 |      58.244µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:140"
[GIN] 2025/07/28 - 09:17:42 | 200 |        1.91µs |       127.0.0.1 | GET      "/internal/cache/perf:write:141"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.221µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:143"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.635µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:146"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.705µs |       127.0.0.1 | GET      "/internal/cache/perf:write:147"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.216µs |       127.0.0.1 | GET      "/internal/cache/perf:write:148"
[GIN] 2025/07/28 - 09:17:42 | 200 |      60.849µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:149"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.655µs |       127.0.0.1 | GET      "/internal/cache/perf:write:150"
[GIN] 2025/07/28 - 09:17:42 | 200 |      41.386µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:152"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.792µs |       127.0.0.1 | GET      "/internal/cache/perf:write:153"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.847µs |       127.0.0.1 | GET      "/internal/cache/perf:write:154"
[GIN] 2025/07/28 - 09:17:42 | 200 |      56.018µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:155"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.515µs |       127.0.0.1 | GET      "/internal/cache/perf:write:157"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.324µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:158"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.139µs |       127.0.0.1 | GET      "/internal/cache/perf:write:159"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.821µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:161"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.177µs |       127.0.0.1 | GET      "/internal/cache/perf:write:162"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.014µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:164"
[GIN] 2025/07/28 - 09:17:42 | 200 |       80.64µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:167"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.186µs |       127.0.0.1 | GET      "/internal/cache/perf:write:169"
[GIN] 2025/07/28 - 09:17:42 | 200 |       69.57µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:170"
[GIN] 2025/07/28 - 09:17:42 | 200 |        4.91µs |       127.0.0.1 | GET      "/internal/cache/perf:write:172"
[GIN] 2025/07/28 - 09:17:42 | 200 |      80.212µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:173"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.148µs |       127.0.0.1 | GET      "/internal/cache/perf:write:174"
[GIN] 2025/07/28 - 09:17:42 | 200 |      79.718µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:176"
[GIN] 2025/07/28 - 09:17:42 | 200 |      76.478µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:179"
[GIN] 2025/07/28 - 09:17:42 | 200 |      58.947µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:182"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.703µs |       127.0.0.1 | GET      "/internal/cache/perf:write:184"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.748µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:185"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.471µs |       127.0.0.1 | GET      "/internal/cache/perf:write:187"
[GIN] 2025/07/28 - 09:17:42 | 200 |      92.398µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:188"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.235µs |       127.0.0.1 | GET      "/internal/cache/perf:write:189"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.974µs |       127.0.0.1 | GET      "/internal/cache/perf:write:190"
[GIN] 2025/07/28 - 09:17:42 | 200 |        3.82µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:191"
[GIN] 2025/07/28 - 09:17:42 | 200 |       56.37µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:194"
[GIN] 2025/07/28 - 09:17:42 | 200 |      44.722µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:197"
[GIN] 2025/07/28 - 09:17:42 | 200 |      73.868µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:200"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.369µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:203"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.012µs |       127.0.0.1 | GET      "/internal/cache/perf:write:204"
[GIN] 2025/07/28 - 09:17:42 | 200 |      57.358µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:206"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.473µs |       127.0.0.1 | GET      "/internal/cache/perf:write:207"
[GIN] 2025/07/28 - 09:17:42 | 200 |        4.65µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:209"
[GIN] 2025/07/28 - 09:17:42 | 200 |      55.207µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:212"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.064µs |       127.0.0.1 | GET      "/internal/cache/perf:write:213"
[GIN] 2025/07/28 - 09:17:42 | 200 |      37.775µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:215"
[GIN] 2025/07/28 - 09:17:42 | 200 |      38.975µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:218"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.993µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:221"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.592µs |       127.0.0.1 | GET      "/internal/cache/perf:write:223"
[GIN] 2025/07/28 - 09:17:42 | 200 |      42.349µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:224"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.545µs |       127.0.0.1 | GET      "/internal/cache/perf:write:225"
[GIN] 2025/07/28 - 09:17:42 | 200 |      49.798µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:227"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.505µs |       127.0.0.1 | GET      "/internal/cache/perf:write:228"
[GIN] 2025/07/28 - 09:17:42 | 200 |      35.484µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:230"
[GIN] 2025/07/28 - 09:17:42 | 200 |       42.98µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:233"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.419µs |       127.0.0.1 | GET      "/internal/cache/perf:write:234"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.499µs |       127.0.0.1 | GET      "/internal/cache/perf:write:235"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.954µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:236"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.608µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:239"
[GIN] 2025/07/28 - 09:17:42 | 200 |      53.644µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:242"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.075µs |       127.0.0.1 | GET      "/internal/cache/perf:write:243"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.777µs |       127.0.0.1 | GET      "/internal/cache/perf:write:244"
[GIN] 2025/07/28 - 09:17:42 | 200 |      46.124µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:245"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.613µs |       127.0.0.1 | GET      "/internal/cache/perf:write:246"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.472µs |       127.0.0.1 | GET      "/internal/cache/perf:write:247"
[GIN] 2025/07/28 - 09:17:42 | 200 |      34.579µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:248"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.398µs |       127.0.0.1 | GET      "/internal/cache/perf:write:249"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.661µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:251"
[GIN] 2025/07/28 - 09:17:42 | 200 |      40.523µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:254"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.725µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:257"
[GIN] 2025/07/28 - 09:17:42 | 200 |      33.273µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:260"
[GIN] 2025/07/28 - 09:17:42 | 200 |        34.4µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:263"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.678µs |       127.0.0.1 | GET      "/internal/cache/perf:write:265"
[GIN] 2025/07/28 - 09:17:42 | 200 |      39.146µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:266"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.217µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:269"
[GIN] 2025/07/28 - 09:17:42 | 200 |      38.038µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:272"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.352µs |       127.0.0.1 | GET      "/internal/cache/perf:write:273"
[GIN] 2025/07/28 - 09:17:42 | 200 |      31.356µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:275"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.356µs |       127.0.0.1 | GET      "/internal/cache/perf:write:277"
[GIN] 2025/07/28 - 09:17:42 | 200 |      52.976µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:278"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.632µs |       127.0.0.1 | GET      "/internal/cache/perf:write:279"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.634µs |       127.0.0.1 | GET      "/internal/cache/perf:write:280"
[GIN] 2025/07/28 - 09:17:42 | 200 |      74.413µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:281"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.022µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:284"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.757µs |       127.0.0.1 | GET      "/internal/cache/perf:write:286"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.505µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:287"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.961µs |       127.0.0.1 | GET      "/internal/cache/perf:write:289"
[GIN] 2025/07/28 - 09:17:42 | 200 |      69.114µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:290"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.566µs |       127.0.0.1 | GET      "/internal/cache/perf:write:292"
[GIN] 2025/07/28 - 09:17:42 | 200 |      57.475µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:293"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.547µs |       127.0.0.1 | GET      "/internal/cache/perf:write:294"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.922µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:296"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.428µs |       127.0.0.1 | GET      "/internal/cache/perf:write:297"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.703µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:299"
[GIN] 2025/07/28 - 09:17:42 | 200 |      56.504µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:302"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.009µs |       127.0.0.1 | GET      "/internal/cache/perf:write:304"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.666µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:305"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.389µs |       127.0.0.1 | GET      "/internal/cache/perf:write:306"
[GIN] 2025/07/28 - 09:17:42 | 200 |       5.207µs |       127.0.0.1 | GET      "/internal/cache/perf:write:307"
[GIN] 2025/07/28 - 09:17:42 | 200 |      89.039µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:308"
[GIN] 2025/07/28 - 09:17:42 | 200 |        1.82µs |       127.0.0.1 | GET      "/internal/cache/perf:write:309"
[GIN] 2025/07/28 - 09:17:42 | 200 |       50.92µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:311"
[GIN] 2025/07/28 - 09:17:42 | 200 |        1.41µs |       127.0.0.1 | GET      "/internal/cache/perf:write:312"
[GIN] 2025/07/28 - 09:17:42 | 200 |      63.565µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:314"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.941µs |       127.0.0.1 | GET      "/internal/cache/perf:write:315"
[GIN] 2025/07/28 - 09:17:42 | 200 |      49.535µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:317"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.632µs |       127.0.0.1 | GET      "/internal/cache/perf:write:319"
[GIN] 2025/07/28 - 09:17:42 | 200 |      54.315µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:320"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.717µs |       127.0.0.1 | GET      "/internal/cache/perf:write:322"
[GIN] 2025/07/28 - 09:17:42 | 200 |     100.004µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:323"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.371µs |       127.0.0.1 | GET      "/internal/cache/perf:write:324"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.224µs |       127.0.0.1 | GET      "/internal/cache/perf:write:325"
[GIN] 2025/07/28 - 09:17:42 | 200 |      83.453µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:326"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.854µs |       127.0.0.1 | GET      "/internal/cache/perf:write:327"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.662µs |       127.0.0.1 | GET      "/internal/cache/perf:write:328"
[GIN] 2025/07/28 - 09:17:42 | 200 |      56.413µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:329"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.993µs |       127.0.0.1 | GET      "/internal/cache/perf:write:331"
[GIN] 2025/07/28 - 09:17:42 | 200 |      56.086µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:332"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.913µs |       127.0.0.1 | GET      "/internal/cache/perf:write:334"
[GIN] 2025/07/28 - 09:17:42 | 200 |      80.413µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:335"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.888µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:338"
[GIN] 2025/07/28 - 09:17:42 | 200 |      257.97µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:341"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.672µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:344"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.065µs |       127.0.0.1 | GET      "/internal/cache/perf:write:345"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.616µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:347"
[GIN] 2025/07/28 - 09:17:42 | 200 |      85.361µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:350"
[GIN] 2025/07/28 - 09:17:42 | 200 |      74.526µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:353"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.375µs |       127.0.0.1 | GET      "/internal/cache/perf:write:354"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.563µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:356"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.092µs |       127.0.0.1 | GET      "/internal/cache/perf:write:357"
[GIN] 2025/07/28 - 09:17:42 | 200 |        2.96µs |       127.0.0.1 | GET      "/internal/cache/perf:write:358"
[GIN] 2025/07/28 - 09:17:42 | 200 |      83.764µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:359"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.252µs |       127.0.0.1 | GET      "/internal/cache/perf:write:360"
[GIN] 2025/07/28 - 09:17:42 | 200 |       63.43µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:362"
[GIN] 2025/07/28 - 09:17:42 | 200 |      41.714µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:365"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.957µs |       127.0.0.1 | GET      "/internal/cache/perf:write:366"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.024µs |       127.0.0.1 | GET      "/internal/cache/perf:write:367"
[GIN] 2025/07/28 - 09:17:42 | 200 |       40.06µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:368"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.614µs |       127.0.0.1 | GET      "/internal/cache/perf:write:369"
[GIN] 2025/07/28 - 09:17:42 | 200 |      38.224µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:371"
[GIN] 2025/07/28 - 09:17:42 | 200 |        4.13µs |       127.0.0.1 | GET      "/internal/cache/perf:write:372"
[GIN] 2025/07/28 - 09:17:42 | 200 |        4.32µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:374"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.119µs |       127.0.0.1 | GET      "/internal/cache/perf:write:376"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.803µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:377"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.993µs |       127.0.0.1 | GET      "/internal/cache/perf:write:378"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.073µs |       127.0.0.1 | GET      "/internal/cache/perf:write:379"
[GIN] 2025/07/28 - 09:17:42 | 200 |      90.977µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:380"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.789µs |       127.0.0.1 | GET      "/internal/cache/perf:write:382"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.353µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:383"
[GIN] 2025/07/28 - 09:17:42 | 200 |      82.739µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:386"
[GIN] 2025/07/28 - 09:17:42 | 200 |        4.55µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:389"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.558µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:392"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.533µs |       127.0.0.1 | GET      "/internal/cache/perf:write:394"
[GIN] 2025/07/28 - 09:17:42 | 200 |      67.154µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:395"
[GIN] 2025/07/28 - 09:17:42 | 200 |        6.58µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:398"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.351µs |       127.0.0.1 | GET      "/internal/cache/perf:write:400"
[GIN] 2025/07/28 - 09:17:42 | 200 |       61.15µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:401"
[GIN] 2025/07/28 - 09:17:42 | 200 |      67.714µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:404"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.679µs |       127.0.0.1 | GET      "/internal/cache/perf:write:406"
[GIN] 2025/07/28 - 09:17:42 | 200 |      79.494µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:407"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.378µs |       127.0.0.1 | GET      "/internal/cache/perf:write:409"
[GIN] 2025/07/28 - 09:17:42 | 200 |      73.591µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:410"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.884µs |       127.0.0.1 | GET      "/internal/cache/perf:write:411"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.866µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:413"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.893µs |       127.0.0.1 | GET      "/internal/cache/perf:write:415"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.034µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:416"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.094µs |       127.0.0.1 | GET      "/internal/cache/perf:write:418"
[GIN] 2025/07/28 - 09:17:42 | 200 |     109.584µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:419"
[GIN] 2025/07/28 - 09:17:42 | 200 |      87.201µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:422"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.443µs |       127.0.0.1 | GET      "/internal/cache/perf:write:424"
[GIN] 2025/07/28 - 09:17:42 | 200 |      54.126µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:425"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.524µs |       127.0.0.1 | GET      "/internal/cache/perf:write:426"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.885µs |       127.0.0.1 | GET      "/internal/cache/perf:write:427"
[GIN] 2025/07/28 - 09:17:42 | 200 |      41.208µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:428"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.726µs |       127.0.0.1 | GET      "/internal/cache/perf:write:429"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.343µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:431"
[GIN] 2025/07/28 - 09:17:42 | 200 |        2.46µs |       127.0.0.1 | GET      "/internal/cache/perf:write:432"
[GIN] 2025/07/28 - 09:17:42 | 200 |        5.55µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:434"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.454µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:437"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.252µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:440"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.497µs |       127.0.0.1 | GET      "/internal/cache/perf:write:441"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.851µs |       127.0.0.1 | GET      "/internal/cache/perf:write:442"
[GIN] 2025/07/28 - 09:17:42 | 200 |      76.539µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:443"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.718µs |       127.0.0.1 | GET      "/internal/cache/perf:write:445"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.345µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:446"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.705µs |       127.0.0.1 | GET      "/internal/cache/perf:write:447"
[GIN] 2025/07/28 - 09:17:42 | 200 |      50.196µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:449"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.492µs |       127.0.0.1 | GET      "/internal/cache/perf:write:451"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.013µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:452"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.806µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:455"
[GIN] 2025/07/28 - 09:17:42 | 200 |      59.131µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:458"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.143µs |       127.0.0.1 | GET      "/internal/cache/perf:write:459"
[GIN] 2025/07/28 - 09:17:42 | 200 |      66.995µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:461"
[GIN] 2025/07/28 - 09:17:42 | 200 |       1.629µs |       127.0.0.1 | GET      "/internal/cache/perf:write:463"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.072µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:464"
[GIN] 2025/07/28 - 09:17:42 | 200 |      55.129µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:467"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.535µs |       127.0.0.1 | GET      "/internal/cache/perf:write:468"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.281µs |       127.0.0.1 | GET      "/internal/cache/perf:write:469"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.667µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:470"
[GIN] 2025/07/28 - 09:17:42 | 200 |       3.032µs |       127.0.0.1 | GET      "/internal/cache/perf:write:471"
[GIN] 2025/07/28 - 09:17:42 | 200 |       4.913µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:473"
[GIN] 2025/07/28 - 09:17:42 | 200 |      58.505µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:476"
[GIN] 2025/07/28 - 09:17:42 | 200 |       2.245µs |       127.0.0.1 | GET      "/internal/cache/perf:write:477"
[GIN] 2025/07/28 - 09:17:42 | 200 |      37.272µs |       127.0.0.1 | GET      "/api/v1/cache/perf:write:479"
